Age,Gender,Category,Purchase Amount (USD),Size,Season,Review Rating,Subscription Status,Shipping Type,Discount Applied,Promo Code Used,Previous Purchases,Payment Method,Frequency of Purchases
58,Male,Accessories,30,XL,Spring,4.7,Yes,Express,Yes,Yes,20,Credit Card,Every 3 Months
20,Male,Accessories,53,M,Summer,4.5,Yes,Express,Yes,Yes,5,Credit Card,Quarterly
61,Male,Accessories,74,S,Spring,2.8,Yes,Express,Yes,Yes,16,Cash,Quarterly
32,Male,Clothing,57,M,Fall,2.9,Yes,Standard,Yes,Yes,13,Debit Card,Annually
38,Male,Accessories,57,S,Winter,3.2,Yes,2-Day Shipping,Yes,Yes,11,Credit Card,Every 3 Months
21,Male,Clothing,77,L,Winter,4.9,Yes,Standard,Yes,Yes,21,Credit Card,Annually
37,Male,Clothing,40,M,Summer,3.7,Yes,Next Day Air,Yes,Yes,6,Debit Card,Annually
27,Male,Clothing,46,M,Summer,4.3,Yes,Store Pickup,Yes,Yes,29,Venmo,Monthly
36,Male,Clothing,78,S,Fall,3.9,Yes,Store Pickup,Yes,Yes,15,Cash,Annually
32,Male,Accessories,59,M,Spring,3.2,Yes,2-Day Shipping,Yes,Yes,17,Bank Transfer,Bi-Weekly
51,Male,Accessories,75,L,Summer,3.1,Yes,Express,Yes,Yes,32,Credit Card,Weekly
64,Male,Clothing,54,M,Spring,3.9,Yes,2-Day Shipping,Yes,Yes,42,Venmo,Annually
68,Male,Footwear,42,M,Spring,2.6,Yes,Store Pickup,Yes,Yes,21,Cash,Monthly
68,Male,Clothing,44,M,Winter,3.3,Yes,Next Day Air,Yes,Yes,9,Cash,Bi-Weekly
33,Male,Clothing,52,XL,Fall,4.6,Yes,Free Shipping,Yes,Yes,16,Bank Transfer,Annually
65,Male,Accessories,69,XL,Summer,4.6,Yes,Express,Yes,Yes,42,Credit Card,Fortnightly
48,Male,Accessories,26,M,Summer,4.4,Yes,2-Day Shipping,Yes,Yes,37,Debit Card,Bi-Weekly
69,Male,Outerwear,33,S,Spring,4.2,Yes,Express,Yes,Yes,32,Debit Card,Quarterly
59,Male,Accessories,32,M,Spring,3,Yes,Express,Yes,Yes,28,Cash,Bi-Weekly
48,Male,Accessories,85,XL,Winter,4,Yes,Express,Yes,Yes,13,Credit Card,Weekly
25,Male,Clothing,30,XL,Fall,3.5,Yes,Express,Yes,Yes,11,Bank Transfer,Fortnightly
29,Male,Clothing,29,M,Winter,3,Yes,Store Pickup,Yes,Yes,36,Bank Transfer,Bi-Weekly
57,Male,Clothing,95,M,Spring,3.7,Yes,Express,Yes,Yes,23,Debit Card,Annually
23,Male,Footwear,69,L,Summer,4,Yes,Standard,Yes,Yes,37,Bank Transfer,Monthly
45,Male,Footwear,69,S,Fall,4.2,Yes,2-Day Shipping,Yes,Yes,21,Cash,Bi-Weekly
38,Male,Accessories,61,XL,Spring,2.5,Yes,Standard,Yes,Yes,22,Debit Card,Bi-Weekly
21,Male,Clothing,94,M,Summer,3,Yes,2-Day Shipping,Yes,Yes,9,Cash,Monthly
32,Male,Clothing,30,S,Fall,3.2,Yes,Next Day Air,Yes,Yes,16,Venmo,Annually
63,Male,Clothing,45,M,Summer,3.5,Yes,Standard,Yes,Yes,4,PayPal,Quarterly
29,Male,Accessories,39,XL,Summer,4.8,Yes,Express,Yes,Yes,3,Debit Card,Bi-Weekly
27,Male,Accessories,51,L,Summer,2.6,Yes,Store Pickup,Yes,Yes,6,Debit Card,Annually
56,Male,Accessories,37,L,Spring,3.4,Yes,2-Day Shipping,Yes,Yes,18,Venmo,Fortnightly
30,Male,Clothing,62,M,Winter,3.7,Yes,2-Day Shipping,Yes,Yes,34,Venmo,Bi-Weekly
49,Male,Outerwear,85,M,Fall,4.5,Yes,2-Day Shipping,Yes,Yes,26,Credit Card,Monthly
58,Male,Clothing,33,M,Winter,3.7,Yes,Standard,Yes,Yes,50,PayPal,Weekly
57,Male,Clothing,26,XL,Fall,3.3,Yes,Next Day Air,Yes,Yes,40,Bank Transfer,Monthly
60,Male,Footwear,99,M,Spring,4.7,Yes,Free Shipping,Yes,Yes,24,Cash,Quarterly
69,Male,Accessories,39,M,Spring,2.7,Yes,Express,Yes,Yes,33,PayPal,Annually
70,Male,Clothing,20,M,Spring,4.6,Yes,Store Pickup,Yes,Yes,19,Credit Card,Every 3 Months
53,Male,Accessories,42,M,Winter,2.7,Yes,Store Pickup,Yes,Yes,24,Credit Card,Quarterly
25,Male,Footwear,74,S,Spring,4.8,Yes,2-Day Shipping,Yes,Yes,19,Credit Card,Weekly
48,Male,Footwear,26,XL,Summer,4.4,Yes,Standard,Yes,Yes,4,Credit Card,Bi-Weekly
69,Male,Clothing,53,M,Winter,4,Yes,Standard,Yes,Yes,11,Venmo,Every 3 Months
25,Male,Footwear,80,M,Summer,3.2,Yes,Next Day Air,Yes,Yes,28,PayPal,Fortnightly
29,Male,Accessories,98,M,Spring,4.4,Yes,Store Pickup,Yes,Yes,24,PayPal,Weekly
46,Male,Clothing,95,M,Spring,3.8,Yes,Standard,Yes,Yes,25,Credit Card,Every 3 Months
37,Male,Clothing,44,L,Summer,3.6,Yes,Express,Yes,Yes,27,Bank Transfer,Every 3 Months
20,Male,Footwear,60,M,Summer,3.3,Yes,Next Day Air,Yes,Yes,49,Venmo,Weekly
40,Male,Clothing,84,M,Winter,3.4,Yes,Next Day Air,Yes,Yes,45,Credit Card,Bi-Weekly
60,Male,Clothing,59,M,Fall,3.5,Yes,2-Day Shipping,Yes,Yes,26,PayPal,Annually
26,Male,Outerwear,49,S,Summer,3.6,Yes,Express,Yes,Yes,4,Cash,Annually
29,Male,Accessories,32,M,Winter,3.2,Yes,Free Shipping,Yes,Yes,3,Credit Card,Every 3 Months
66,Male,Accessories,29,M,Fall,3.7,Yes,Standard,Yes,Yes,45,Venmo,Bi-Weekly
66,Male,Clothing,22,M,Spring,4.5,Yes,Standard,Yes,Yes,21,Cash,Fortnightly
56,Male,Clothing,85,M,Winter,4.6,Yes,Standard,Yes,Yes,50,Cash,Fortnightly
69,Male,Clothing,52,L,Winter,4.1,Yes,Store Pickup,Yes,Yes,19,Bank Transfer,Monthly
38,Male,Clothing,89,L,Spring,3.4,Yes,Next Day Air,Yes,Yes,6,PayPal,Annually
42,Male,Clothing,77,M,Spring,3.7,Yes,Express,Yes,Yes,50,Credit Card,Every 3 Months
30,Male,Clothing,24,M,Summer,3.3,Yes,Store Pickup,Yes,Yes,17,Debit Card,Every 3 Months
66,Male,Accessories,24,XL,Spring,4.5,Yes,Express,Yes,Yes,24,Debit Card,Annually
36,Male,Accessories,22,M,Fall,3.3,Yes,Free Shipping,Yes,Yes,46,Venmo,Monthly
58,Male,Clothing,82,L,Fall,4.3,Yes,Standard,Yes,Yes,42,Cash,Every 3 Months
45,Male,Accessories,67,M,Winter,2.5,Yes,Standard,Yes,Yes,10,Cash,Annually
47,Male,Clothing,74,XL,Spring,2.6,Yes,Standard,Yes,Yes,1,Cash,Every 3 Months
66,Male,Accessories,72,L,Summer,4.9,Yes,Standard,Yes,Yes,28,Debit Card,Quarterly
41,Male,Footwear,36,L,Summer,4.7,Yes,Free Shipping,Yes,Yes,48,Debit Card,Quarterly
41,Male,Accessories,95,S,Winter,3,Yes,Standard,Yes,Yes,47,Credit Card,Monthly
66,Male,Clothing,78,M,Winter,3.5,Yes,Next Day Air,Yes,Yes,29,PayPal,Bi-Weekly
37,Male,Clothing,82,M,Summer,4.8,Yes,Standard,Yes,Yes,37,Venmo,Quarterly
70,Male,Clothing,70,M,Winter,4.3,Yes,Free Shipping,Yes,Yes,38,Debit Card,Annually
62,Male,Accessories,41,M,Fall,3.2,Yes,Store Pickup,Yes,Yes,48,Bank Transfer,Weekly
61,Male,Outerwear,42,M,Summer,3.1,Yes,Free Shipping,Yes,Yes,36,PayPal,Weekly
48,Male,Outerwear,50,M,Fall,2.8,Yes,Free Shipping,Yes,Yes,9,Credit Card,Weekly
70,Male,Clothing,31,S,Summer,2.9,Yes,2-Day Shipping,Yes,Yes,34,Bank Transfer,Monthly
46,Male,Clothing,51,M,Winter,3.7,Yes,Express,Yes,Yes,43,Venmo,Bi-Weekly
31,Male,Clothing,98,L,Fall,3.3,Yes,Store Pickup,Yes,Yes,46,PayPal,Quarterly
19,Male,Clothing,86,M,Winter,2.8,Yes,2-Day Shipping,Yes,Yes,5,Credit Card,Monthly
39,Male,Clothing,64,M,Winter,4.5,Yes,Standard,Yes,Yes,15,Bank Transfer,Bi-Weekly
41,Male,Clothing,46,M,Fall,2.6,Yes,Next Day Air,Yes,Yes,30,Credit Card,Annually
20,Male,Clothing,85,L,Spring,3.7,Yes,Standard,Yes,Yes,44,Venmo,Every 3 Months
36,Male,Accessories,81,S,Fall,4.4,Yes,Express,Yes,Yes,16,PayPal,Annually
32,Male,Clothing,59,M,Winter,4.3,Yes,2-Day Shipping,Yes,Yes,16,Bank Transfer,Annually
69,Male,Clothing,79,M,Winter,3.5,Yes,Express,Yes,Yes,16,Cash,Weekly
40,Male,Clothing,33,M,Spring,3.8,Yes,2-Day Shipping,Yes,Yes,21,Credit Card,Every 3 Months
40,Male,Clothing,47,L,Summer,3.5,Yes,Express,Yes,Yes,39,Venmo,Every 3 Months
20,Male,Accessories,20,S,Summer,4.6,Yes,Store Pickup,Yes,Yes,40,Debit Card,Bi-Weekly
64,Male,Outerwear,36,M,Spring,2.6,Yes,Next Day Air,Yes,Yes,48,Credit Card,Every 3 Months
27,Male,Footwear,39,M,Summer,4.4,Yes,Next Day Air,Yes,Yes,26,Venmo,Monthly
24,Male,Clothing,71,M,Winter,4,Yes,Standard,Yes,Yes,46,Debit Card,Monthly
48,Male,Footwear,59,S,Winter,4.4,Yes,Next Day Air,Yes,Yes,27,Bank Transfer,Annually
49,Male,Clothing,50,L,Spring,4.7,Yes,Next Day Air,Yes,Yes,5,Cash,Weekly
36,Male,Footwear,41,L,Fall,3.9,Yes,Store Pickup,Yes,Yes,43,PayPal,Fortnightly
56,Male,Clothing,59,M,Fall,2.7,Yes,Free Shipping,Yes,Yes,17,PayPal,Fortnightly
37,Male,Accessories,87,M,Winter,3.7,Yes,2-Day Shipping,Yes,Yes,3,Bank Transfer,Bi-Weekly
42,Male,Clothing,68,M,Spring,2.6,Yes,2-Day Shipping,Yes,Yes,47,Bank Transfer,Fortnightly
28,Male,Clothing,90,M,Winter,3.9,Yes,Standard,Yes,Yes,24,Debit Card,Bi-Weekly
27,Male,Clothing,71,XL,Fall,4.9,Yes,Next Day Air,Yes,Yes,12,Cash,Every 3 Months
63,Male,Footwear,64,L,Fall,4.1,Yes,Store Pickup,Yes,Yes,35,Debit Card,Monthly
58,Male,Accessories,76,S,Fall,3,Yes,Free Shipping,Yes,Yes,42,Venmo,Weekly
37,Male,Accessories,42,XL,Fall,4.1,Yes,2-Day Shipping,Yes,Yes,1,PayPal,Every 3 Months
56,Male,Clothing,80,L,Spring,3.8,Yes,Standard,Yes,Yes,27,Cash,Weekly
18,Male,Accessories,56,M,Spring,4,Yes,Standard,Yes,Yes,16,Credit Card,Bi-Weekly
48,Male,Accessories,25,XL,Summer,3.6,Yes,Express,Yes,Yes,36,Credit Card,Every 3 Months
31,Male,Footwear,74,M,Winter,3,Yes,Store Pickup,Yes,Yes,30,Credit Card,Every 3 Months
51,Male,Clothing,30,M,Summer,3,Yes,Standard,Yes,Yes,18,Debit Card,Fortnightly
65,Male,Clothing,96,M,Spring,2.6,Yes,Free Shipping,Yes,Yes,45,Cash,Annually
53,Male,Footwear,64,M,Fall,3.4,Yes,Free Shipping,Yes,Yes,1,Venmo,Fortnightly
55,Male,Clothing,88,L,Winter,3.1,Yes,Free Shipping,Yes,Yes,42,Bank Transfer,Fortnightly
62,Male,Footwear,88,L,Summer,3,Yes,Free Shipping,Yes,Yes,7,Venmo,Every 3 Months
55,Male,Accessories,88,XL,Summer,3.7,Yes,Standard,Yes,Yes,50,PayPal,Quarterly
64,Male,Clothing,36,M,Spring,3.5,Yes,Store Pickup,Yes,Yes,37,Venmo,Fortnightly
52,Male,Clothing,40,XL,Spring,2.8,Yes,Store Pickup,Yes,Yes,18,Bank Transfer,Monthly
24,Male,Accessories,39,M,Spring,4.5,Yes,Standard,Yes,Yes,29,Cash,Monthly
38,Male,Accessories,40,M,Summer,3.3,Yes,Store Pickup,Yes,Yes,45,PayPal,Quarterly
59,Male,Accessories,34,M,Winter,3.4,Yes,Express,Yes,Yes,13,PayPal,Weekly
27,Male,Footwear,83,S,Winter,3.2,Yes,2-Day Shipping,Yes,Yes,47,PayPal,Monthly
24,Male,Clothing,85,L,Summer,3.7,Yes,Standard,Yes,Yes,7,Debit Card,Weekly
23,Male,Outerwear,27,L,Summer,4.6,Yes,Express,Yes,Yes,11,Venmo,Bi-Weekly
69,Male,Accessories,78,S,Spring,5,Yes,Store Pickup,Yes,Yes,39,Bank Transfer,Monthly
59,Male,Accessories,32,M,Summer,4.4,Yes,Standard,Yes,Yes,6,Debit Card,Quarterly
51,Male,Footwear,51,S,Fall,4.9,Yes,Express,Yes,Yes,2,Venmo,Bi-Weekly
63,Male,Accessories,32,M,Spring,4.1,Yes,Standard,Yes,Yes,39,Credit Card,Every 3 Months
54,Male,Clothing,62,L,Winter,4.9,Yes,Next Day Air,Yes,Yes,23,Credit Card,Monthly
32,Male,Clothing,29,S,Fall,4.7,Yes,2-Day Shipping,Yes,Yes,46,Debit Card,Bi-Weekly
39,Male,Accessories,69,XL,Fall,3,Yes,Store Pickup,Yes,Yes,19,Bank Transfer,Weekly
66,Male,Accessories,25,L,Winter,3.4,Yes,Store Pickup,Yes,Yes,3,Credit Card,Every 3 Months
28,Male,Clothing,76,M,Winter,3.2,Yes,Store Pickup,Yes,Yes,47,PayPal,Quarterly
50,Male,Accessories,77,S,Fall,2.9,Yes,Standard,Yes,Yes,6,PayPal,Quarterly
70,Male,Clothing,33,M,Fall,4.5,Yes,2-Day Shipping,Yes,Yes,6,Venmo,Annually
67,Male,Clothing,93,S,Fall,2.7,Yes,Next Day Air,Yes,Yes,12,Credit Card,Bi-Weekly
64,Male,Accessories,39,L,Spring,3.4,Yes,Express,Yes,Yes,40,PayPal,Quarterly
45,Male,Outerwear,93,L,Summer,4.6,Yes,Store Pickup,Yes,Yes,38,PayPal,Fortnightly
22,Male,Accessories,82,M,Summer,2.7,Yes,Store Pickup,Yes,Yes,10,PayPal,Quarterly
27,Male,Footwear,42,L,Spring,4.2,Yes,Standard,Yes,Yes,28,Bank Transfer,Monthly
25,Male,Accessories,71,M,Winter,3.2,Yes,2-Day Shipping,Yes,Yes,19,PayPal,Annually
37,Male,Clothing,86,L,Spring,4.8,Yes,Standard,Yes,Yes,25,Cash,Fortnightly
26,Male,Clothing,82,XL,Spring,3.3,Yes,Next Day Air,Yes,Yes,38,Credit Card,Annually
33,Male,Footwear,65,L,Fall,4.2,Yes,Standard,Yes,Yes,6,PayPal,Fortnightly
43,Male,Accessories,29,M,Spring,4.8,Yes,Store Pickup,Yes,Yes,7,Debit Card,Bi-Weekly
37,Male,Footwear,65,L,Winter,4.9,Yes,Store Pickup,Yes,Yes,2,PayPal,Annually
46,Male,Clothing,88,S,Fall,3.9,Yes,Standard,Yes,Yes,24,Bank Transfer,Annually
22,Male,Accessories,46,M,Fall,3,Yes,Free Shipping,Yes,Yes,26,Cash,Annually
20,Male,Footwear,67,S,Winter,4.6,Yes,Free Shipping,Yes,Yes,25,Debit Card,Every 3 Months
60,Male,Accessories,35,L,Fall,3.5,Yes,2-Day Shipping,Yes,Yes,10,Debit Card,Monthly
39,Male,Footwear,66,M,Winter,4.8,Yes,Free Shipping,Yes,Yes,14,PayPal,Fortnightly
43,Male,Clothing,91,L,Fall,4.8,Yes,Standard,Yes,Yes,21,Cash,Quarterly
31,Male,Accessories,78,L,Fall,3,Yes,Express,Yes,Yes,26,PayPal,Monthly
19,Male,Footwear,45,M,Winter,4.5,Yes,Next Day Air,Yes,Yes,12,Bank Transfer,Annually
35,Male,Clothing,93,M,Spring,4.8,Yes,Store Pickup,Yes,Yes,11,Credit Card,Monthly
41,Male,Clothing,74,S,Summer,3.8,Yes,Standard,Yes,Yes,15,Cash,Annually
52,Male,Accessories,55,M,Spring,4.6,Yes,Express,Yes,Yes,13,Cash,Monthly
45,Male,Clothing,76,XL,Spring,3.1,Yes,Next Day Air,Yes,Yes,5,Credit Card,Bi-Weekly
34,Male,Footwear,66,L,Spring,3.4,Yes,Express,Yes,Yes,36,Cash,Fortnightly
35,Male,Clothing,51,M,Winter,3.3,Yes,2-Day Shipping,Yes,Yes,32,Bank Transfer,Monthly
29,Male,Clothing,26,L,Spring,4.8,Yes,2-Day Shipping,Yes,Yes,1,Credit Card,Quarterly
59,Male,Clothing,29,M,Summer,2.8,Yes,Express,Yes,Yes,15,PayPal,Annually
24,Male,Outerwear,74,M,Summer,3.1,Yes,Store Pickup,Yes,Yes,3,Bank Transfer,Weekly
70,Male,Accessories,99,S,Summer,4.6,Yes,Free Shipping,Yes,Yes,48,Cash,Monthly
29,Male,Accessories,88,L,Winter,2.6,Yes,Store Pickup,Yes,Yes,30,Debit Card,Weekly
67,Male,Outerwear,31,M,Winter,2.6,Yes,Express,Yes,Yes,40,Bank Transfer,Monthly
36,Male,Accessories,55,L,Spring,3.8,Yes,Free Shipping,Yes,Yes,24,Bank Transfer,Fortnightly
23,Male,Footwear,81,L,Fall,4.5,Yes,Free Shipping,Yes,Yes,48,Debit Card,Quarterly
18,Male,Clothing,73,L,Spring,3,Yes,Standard,Yes,Yes,27,Venmo,Bi-Weekly
53,Male,Clothing,91,S,Winter,3.5,Yes,Free Shipping,Yes,Yes,14,Credit Card,Every 3 Months
32,Male,Clothing,54,S,Spring,3.8,Yes,Free Shipping,Yes,Yes,18,Debit Card,Bi-Weekly
38,Male,Clothing,40,M,Winter,3.5,Yes,Standard,Yes,Yes,48,Cash,Bi-Weekly
47,Male,Clothing,59,M,Fall,3.1,Yes,Store Pickup,Yes,Yes,32,Debit Card,Annually
46,Male,Accessories,26,L,Spring,3,Yes,Store Pickup,Yes,Yes,21,Credit Card,Bi-Weekly
66,Male,Clothing,23,M,Winter,4.3,Yes,Standard,Yes,Yes,42,PayPal,Fortnightly
40,Male,Clothing,87,S,Winter,3.3,Yes,Store Pickup,Yes,Yes,4,Credit Card,Quarterly
43,Male,Clothing,71,M,Winter,4.7,Yes,Express,Yes,Yes,19,Credit Card,Quarterly
58,Male,Accessories,91,L,Winter,4.5,Yes,Store Pickup,Yes,Yes,6,Credit Card,Quarterly
21,Male,Outerwear,64,XL,Winter,2.9,Yes,Free Shipping,Yes,Yes,2,Debit Card,Fortnightly
42,Male,Footwear,94,M,Winter,4.1,Yes,2-Day Shipping,Yes,Yes,21,Cash,Fortnightly
24,Male,Clothing,40,M,Summer,3.5,Yes,Store Pickup,Yes,Yes,40,Debit Card,Annually
43,Male,Accessories,76,L,Winter,3.4,Yes,Store Pickup,Yes,Yes,33,Cash,Fortnightly
47,Male,Clothing,86,S,Fall,3.3,Yes,Free Shipping,Yes,Yes,26,Venmo,Weekly
49,Male,Clothing,92,M,Fall,3.2,Yes,Store Pickup,Yes,Yes,23,Credit Card,Fortnightly
50,Male,Footwear,52,L,Spring,4,Yes,Store Pickup,Yes,Yes,39,PayPal,Every 3 Months
51,Male,Outerwear,28,XL,Winter,3.6,Yes,Next Day Air,Yes,Yes,42,Bank Transfer,Monthly
40,Male,Clothing,46,L,Summer,4.6,Yes,Free Shipping,Yes,Yes,41,Bank Transfer,Weekly
45,Male,Accessories,50,M,Summer,2.6,Yes,Next Day Air,Yes,Yes,41,PayPal,Annually
52,Male,Accessories,23,M,Winter,4.3,Yes,Express,Yes,Yes,12,Credit Card,Fortnightly
62,Male,Outerwear,50,M,Summer,3.4,Yes,Free Shipping,Yes,Yes,31,Cash,Monthly
20,Male,Clothing,89,XL,Winter,3.5,Yes,Store Pickup,Yes,Yes,34,Debit Card,Fortnightly
43,Male,Clothing,81,M,Winter,4.2,Yes,Standard,Yes,Yes,32,Credit Card,Annually
29,Male,Accessories,69,M,Fall,3.5,Yes,Store Pickup,Yes,Yes,31,Credit Card,Quarterly
22,Male,Accessories,67,M,Summer,3.6,Yes,Free Shipping,Yes,Yes,24,PayPal,Annually
48,Male,Clothing,20,M,Summer,4.3,Yes,Store Pickup,Yes,Yes,31,Debit Card,Annually
42,Male,Footwear,29,M,Fall,4.9,Yes,Standard,Yes,Yes,18,Venmo,Annually
19,Male,Clothing,74,M,Summer,4.1,Yes,Store Pickup,Yes,Yes,15,Venmo,Monthly
60,Male,Clothing,82,S,Spring,3.6,Yes,Standard,Yes,Yes,7,Bank Transfer,Every 3 Months
32,Male,Accessories,23,M,Summer,3.4,Yes,Next Day Air,Yes,Yes,35,Bank Transfer,Fortnightly
26,Male,Accessories,45,L,Summer,2.9,Yes,2-Day Shipping,Yes,Yes,35,Bank Transfer,Monthly
25,Male,Footwear,21,L,Summer,2.7,Yes,Store Pickup,Yes,Yes,19,Credit Card,Monthly
66,Male,Accessories,31,M,Summer,4.3,Yes,Express,Yes,Yes,26,Credit Card,Fortnightly
45,Male,Clothing,45,M,Summer,3.3,Yes,Express,Yes,Yes,39,PayPal,Fortnightly
54,Male,Accessories,56,XL,Winter,2.8,Yes,Next Day Air,Yes,Yes,22,Credit Card,Weekly
37,Male,Outerwear,97,S,Summer,3.2,Yes,Next Day Air,Yes,Yes,14,Cash,Bi-Weekly
54,Male,Clothing,100,XL,Fall,3.6,Yes,Store Pickup,Yes,Yes,50,Debit Card,Fortnightly
50,Male,Clothing,96,S,Fall,4,Yes,2-Day Shipping,Yes,Yes,33,Credit Card,Quarterly
25,Male,Accessories,99,M,Spring,4.9,Yes,Next Day Air,Yes,Yes,48,Debit Card,Every 3 Months
47,Male,Clothing,91,L,Winter,4,Yes,2-Day Shipping,Yes,Yes,48,PayPal,Monthly
63,Male,Accessories,30,L,Winter,3.8,Yes,Standard,Yes,Yes,27,PayPal,Fortnightly
64,Male,Footwear,65,L,Summer,3.7,Yes,Store Pickup,Yes,Yes,27,Bank Transfer,Weekly
18,Male,Footwear,93,M,Winter,3.9,Yes,Express,Yes,Yes,20,Venmo,Weekly
59,Male,Outerwear,81,M,Fall,3.3,Yes,Express,Yes,Yes,48,Venmo,Every 3 Months
37,Male,Accessories,81,S,Summer,2.7,Yes,Standard,Yes,Yes,29,Venmo,Weekly
23,Male,Accessories,52,M,Winter,4.7,Yes,Next Day Air,Yes,Yes,45,PayPal,Monthly
54,Male,Clothing,88,M,Summer,2.8,Yes,Next Day Air,Yes,Yes,25,Cash,Quarterly
38,Male,Clothing,24,L,Winter,4.6,Yes,Free Shipping,Yes,Yes,25,PayPal,Weekly
19,Male,Accessories,51,S,Spring,4.5,Yes,2-Day Shipping,Yes,Yes,37,Debit Card,Every 3 Months
34,Male,Accessories,38,S,Fall,5,Yes,Free Shipping,Yes,Yes,16,Cash,Quarterly
21,Male,Clothing,46,L,Fall,4.1,Yes,2-Day Shipping,Yes,Yes,30,Debit Card,Bi-Weekly
50,Male,Clothing,63,L,Summer,4.6,Yes,Express,Yes,Yes,6,Cash,Every 3 Months
55,Male,Accessories,72,XL,Winter,4.9,Yes,2-Day Shipping,Yes,Yes,36,Bank Transfer,Quarterly
20,Male,Clothing,39,L,Winter,3.9,Yes,Free Shipping,Yes,Yes,3,Bank Transfer,Quarterly
34,Male,Outerwear,42,L,Spring,3.9,Yes,Store Pickup,Yes,Yes,29,PayPal,Every 3 Months
62,Male,Clothing,76,XL,Summer,2.6,Yes,2-Day Shipping,Yes,Yes,15,Cash,Quarterly
21,Male,Footwear,66,L,Summer,2.7,Yes,Free Shipping,Yes,Yes,18,Debit Card,Annually
21,Male,Accessories,90,M,Spring,3.5,Yes,Free Shipping,Yes,Yes,2,Debit Card,Fortnightly
42,Male,Clothing,56,M,Summer,3.7,Yes,Free Shipping,Yes,Yes,49,Debit Card,Weekly
35,Male,Accessories,43,XL,Winter,3.2,Yes,Free Shipping,Yes,Yes,48,Venmo,Annually
39,Male,Accessories,84,L,Winter,3.3,Yes,Store Pickup,Yes,Yes,43,Venmo,Monthly
68,Male,Clothing,88,M,Summer,4.8,Yes,Standard,Yes,Yes,30,Debit Card,Bi-Weekly
46,Male,Accessories,88,L,Fall,3.2,Yes,2-Day Shipping,Yes,Yes,10,PayPal,Fortnightly
41,Male,Accessories,42,M,Winter,2.5,Yes,2-Day Shipping,Yes,Yes,11,Venmo,Annually
23,Male,Clothing,73,M,Fall,3.9,Yes,Store Pickup,Yes,Yes,12,Debit Card,Weekly
68,Male,Accessories,73,L,Summer,4.7,Yes,Free Shipping,Yes,Yes,28,Bank Transfer,Quarterly
48,Male,Footwear,44,S,Spring,2.6,Yes,Next Day Air,Yes,Yes,36,Debit Card,Fortnightly
38,Male,Footwear,63,M,Fall,2.8,Yes,Store Pickup,Yes,Yes,37,Venmo,Every 3 Months
41,Male,Outerwear,68,L,Winter,4.4,Yes,Store Pickup,Yes,Yes,22,Credit Card,Quarterly
58,Male,Clothing,29,L,Spring,4.6,Yes,Standard,Yes,Yes,32,Venmo,Weekly
49,Male,Clothing,85,M,Summer,3.2,Yes,Standard,Yes,Yes,40,PayPal,Annually
57,Male,Footwear,42,M,Winter,4.2,Yes,2-Day Shipping,Yes,Yes,47,Cash,Monthly
49,Male,Outerwear,69,M,Summer,3.7,Yes,2-Day Shipping,Yes,Yes,24,Credit Card,Bi-Weekly
50,Male,Clothing,62,M,Fall,3.9,Yes,Standard,Yes,Yes,11,Debit Card,Weekly
28,Male,Accessories,48,XL,Summer,4.7,Yes,Store Pickup,Yes,Yes,19,Cash,Bi-Weekly
38,Male,Footwear,68,M,Winter,4.5,Yes,Express,Yes,Yes,42,Debit Card,Weekly
33,Male,Accessories,36,XL,Fall,3.3,Yes,Free Shipping,Yes,Yes,6,Debit Card,Fortnightly
30,Male,Clothing,63,S,Fall,3.3,Yes,Express,Yes,Yes,31,Venmo,Fortnightly
43,Male,Footwear,39,S,Winter,4.6,Yes,Free Shipping,Yes,Yes,31,Cash,Weekly
43,Male,Footwear,78,M,Spring,3.6,Yes,Free Shipping,Yes,Yes,27,Bank Transfer,Monthly
36,Male,Footwear,99,L,Winter,4.8,Yes,Express,Yes,Yes,24,PayPal,Monthly
36,Male,Clothing,31,L,Fall,4.8,Yes,Next Day Air,Yes,Yes,35,Venmo,Every 3 Months
64,Male,Footwear,45,M,Spring,2.9,Yes,Next Day Air,Yes,Yes,21,Venmo,Annually
59,Male,Clothing,30,S,Fall,2.8,Yes,Express,Yes,Yes,8,PayPal,Fortnightly
55,Male,Footwear,24,M,Summer,3.2,Yes,Next Day Air,Yes,Yes,26,Bank Transfer,Quarterly
42,Male,Footwear,22,M,Winter,3.9,Yes,Free Shipping,Yes,Yes,26,PayPal,Annually
61,Male,Clothing,63,L,Spring,4.3,Yes,Express,Yes,Yes,9,Cash,Bi-Weekly
28,Male,Accessories,40,M,Fall,2.7,Yes,2-Day Shipping,Yes,Yes,48,Debit Card,Annually
65,Male,Clothing,20,M,Spring,5,Yes,Store Pickup,Yes,Yes,33,Debit Card,Fortnightly
27,Male,Accessories,20,S,Winter,3.7,Yes,Store Pickup,Yes,Yes,31,PayPal,Quarterly
41,Male,Clothing,80,L,Summer,3.9,Yes,Free Shipping,Yes,Yes,17,Debit Card,Weekly
21,Male,Clothing,87,M,Fall,3.9,Yes,2-Day Shipping,Yes,Yes,22,Venmo,Annually
61,Male,Clothing,46,L,Fall,3.1,Yes,Free Shipping,Yes,Yes,8,PayPal,Annually
19,Male,Accessories,49,L,Winter,3.3,Yes,Next Day Air,Yes,Yes,2,Bank Transfer,Monthly
22,Male,Accessories,65,M,Fall,3.6,Yes,Store Pickup,Yes,Yes,45,Venmo,Annually
